,target,target_country,source,source_country,fee,fee_cleaned,season,transfer_period
14260,Newcastle United,England,Chelsea FC,England,loan transfer,,2017/2018,Winter
14261,Brighton & Hove Albion,England,PSV Eindhoven,Netherlands,€17.00m,17.0,2017/2018,Winter
14262,Brighton & Hove Albion,England,Leicester City,England,loan transfer,,2017/2018,Winter
14263,Huddersfield Town,England,AS Monaco,France,loan transfer,,2017/2018,Winter
14264,Manchester City,England,Leicester City,England,€67.80m,67.8,2018/2019,Summer
14265,Manchester City,England,PEC Zwolle,Netherlands,€2.50m,2.5,2018/2019,Summer
14266,Manchester City,England,NAC Breda,Netherlands,"End of loanAug 22, 2018",,2018/2019,Summer
14267,Manchester City,England,Girona FC,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
14268,Manchester City,England,NAC Breda,Netherlands,"End of loanJun 30, 2018",,2018/2019,Summer
14269,Manchester United,England,FC Porto,Portugal,€22.00m,22.0,2018/2019,Summer
14270,Manchester United,England,Valencia CF,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
14271,Manchester United,England,Fulham FC,England,"End of loanMay 31, 2019",,2018/2019,Summer
14272,Liverpool FC,England,AS Roma,Italy,€62.50m,62.5,2018/2019,Summer
14273,Liverpool FC,England,RB Leipzig,Germany,€60.00m,60.0,2018/2019,Summer
14274,Liverpool FC,England,AS Monaco,France,€45.00m,45.0,2018/2019,Summer
14275,Liverpool FC,England,VfL Wolfsburg,Germany,"End of loanJun 30, 2018",,2018/2019,Summer
14276,Liverpool FC,England,AFC Bournemouth,England,"End of loanMay 31, 2019",,2018/2019,Summer
14277,Chelsea FC,England,Athletic Bilbao,Spain,€80.00m,80.0,2018/2019,Summer
14278,Chelsea FC,England,SSC Napoli,Italy,€57.00m,57.0,2018/2019,Summer
14279,Chelsea FC,England,Huddersfield Town,England,free transfer,0.0,2018/2019,Summer
14280,Chelsea FC,England,Real Madrid,Spain,loan transfer,,2018/2019,Summer
14281,Chelsea FC,England,Everton FC,England,"End of loanMay 31, 2019",,2018/2019,Summer
14282,Chelsea FC,England,PSV Eindhoven,Netherlands,"End of loanJun 30, 2018",,2018/2019,Summer
14283,Chelsea FC,England,Borussia Dortmund,Germany,"End of loanJun 30, 2018",,2018/2019,Summer
14284,Chelsea FC,England,Newcastle United,England,"End of loanMay 31, 2019",,2018/2019,Summer
14285,Chelsea FC,England,Vitesse Arnhem,Netherlands,"End of loanJun 30, 2018",,2018/2019,Summer
14286,Chelsea FC,England,Spartak Moscow,Russia,"End of loanJun 30, 2018",,2018/2019,Summer
14287,Arsenal FC,England,UC Sampdoria,Italy,€28.65m,28.65,2018/2019,Summer
14288,Arsenal FC,England,Bayer 04 Leverkusen,Germany,€25.00m,25.0,2018/2019,Summer
14289,Arsenal FC,England,Borussia Dortmund,Germany,€16.00m,16.0,2018/2019,Summer
14290,Arsenal FC,England,Juventus FC,Italy,free transfer,0.0,2018/2019,Summer
14291,Arsenal FC,England,Fulham FC,England,"End of loanMay 31, 2019",,2018/2019,Summer
14292,Arsenal FC,England,Real Betis Balompié,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
14293,Arsenal FC,England,Getafe CF,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
14294,Arsenal FC,England,VfB Stuttgart,Germany,"End of loanJun 30, 2018",,2018/2019,Summer
14295,Burnley FC,England,Manchester City,England,€3.90m,3.9,2018/2019,Summer
14296,Everton FC,England,Watford FC,England,€39.20m,39.2,2018/2019,Summer
14297,Everton FC,England,FC Barcelona,Spain,€30.25m,30.25,2018/2019,Summer
14298,Everton FC,England,FC Barcelona,Spain,€20.20m,20.2,2018/2019,Summer
14299,Everton FC,England,Chelsea FC,England,Loan fee:€7.90m,7.9,2018/2019,Summer
14300,Everton FC,England,FC Barcelona,Spain,Loan fee:€2.25m,2.25,2018/2019,Summer
14301,Everton FC,England,RB Leipzig,Germany,"End of loanJun 30, 2018",,2018/2019,Summer
14302,Everton FC,England,Sevilla FC,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
14303,Leicester City,England,FC Porto,Portugal,€22.00m,22.0,2018/2019,Summer
14304,Leicester City,England,SC Freiburg,Germany,€21.10m,21.1,2018/2019,Summer
14305,Leicester City,England,AS Monaco,France,€14.00m,14.0,2018/2019,Summer
14306,Leicester City,England,Liverpool FC,England,€14.00m,14.0,2018/2019,Summer
14307,Leicester City,England,SC Freiburg,Germany,"End of loanJun 30, 2018",,2018/2019,Summer
14308,Leicester City,England,CSKA Moscow,Russia,"End of loanJun 30, 2018",,2018/2019,Summer
14309,Leicester City,England,OGC Nice,France,"End of loanJun 30, 2018",,2018/2019,Summer
14310,Newcastle United,England,1.FSV Mainz 05,Germany,€10.70m,10.7,2018/2019,Summer
14311,Newcastle United,England,Borussia Dortmund,Germany,€7.00m,7.0,2018/2019,Summer
14312,Crystal Palace,England,West Ham United,England,€10.70m,10.7,2018/2019,Summer
14313,Crystal Palace,England,Getafe CF,Spain,free transfer,0.0,2018/2019,Summer
14314,Crystal Palace,England,FC Schalke 04,Germany,free transfer,0.0,2018/2019,Summer
14315,AFC Bournemouth,England,Levante UD,Spain,€28.00m,28.0,2018/2019,Summer
14316,AFC Bournemouth,England,CD Leganés,Spain,€15.00m,15.0,2018/2019,Summer
14317,AFC Bournemouth,England,FC Toulouse,France,"End of loanJun 30, 2018",,2018/2019,Summer
14318,AFC Bournemouth,England,Cardiff City,England,"End of loanMay 31, 2019",,2018/2019,Summer
14319,AFC Bournemouth,England,Wolverhampton Wanderers,England,"End of loanJun 30, 2018",,2018/2019,Summer
14320,West Ham United,England,SS Lazio,Italy,€38.00m,38.0,2018/2019,Summer
14321,West Ham United,England,FC Toulouse,France,€25.00m,25.0,2018/2019,Summer
14322,West Ham United,England,Borussia Dortmund,Germany,€20.00m,20.0,2018/2019,Summer
14323,West Ham United,England,Arsenal FC,England,€4.40m,4.4,2018/2019,Summer
14324,West Ham United,England,Vitória Guimarães SC,Portugal,€1.50m,1.5,2018/2019,Summer
14325,West Ham United,England,Arsenal FC,England,free transfer,0.0,2018/2019,Summer
14326,West Ham United,England,Fulham FC,England,free transfer,0.0,2018/2019,Summer
14327,West Ham United,England,AC Fiorentina,Italy,free transfer,0.0,2018/2019,Summer
14328,West Ham United,England,Borussia Mönchengladbach,Germany,"End of loanJun 30, 2018",,2018/2019,Summer
14329,Watford FC,England,FC Barcelona,Spain,€13.00m,13.0,2018/2019,Summer
14330,Watford FC,England,Bologna FC 1909,Italy,€5.00m,5.0,2018/2019,Summer
14331,Watford FC,England,RCD Espanyol Barcelona,Spain,€2.00m,2.0,2018/2019,Summer
14332,Watford FC,England,RC Strasbourg Alsace,France,"End of loanJun 30, 2018",,2018/2019,Summer
14333,Watford FC,England,CD Leganés,Spain,"End of loanJun 30, 2018",,2018/2019,Summer
14334,Brighton & Hove Albion,England,AZ Alkmaar,Netherlands,€19.00m,19.0,2018/2019,Summer
14335,Brighton & Hove Albion,England,LOSC Lille,France,€16.80m,16.8,2018/2019,Summer
14336,Brighton & Hove Albion,England,RB Leipzig,Germany,€10.00m,10.0,2018/2019,Summer
14337,Brighton & Hove Albion,England,Valencia CF,Spain,€7.00m,7.0,2018/2019,Summer
14338,Brighton & Hove Albion,England,Fulham FC,England,€4.50m,4.5,2018/2019,Summer
14339,Brighton & Hove Albion,England,1.FSV Mainz 05,Germany,free transfer,0.0,2018/2019,Summer
14340,Huddersfield Town,England,AS Monaco,France,€20.00m,20.0,2018/2019,Summer
14341,Huddersfield Town,England,AS Monaco,France,€10.00m,10.0,2018/2019,Summer
14342,Huddersfield Town,England,FC Groningen,Netherlands,€2.50m,2.5,2018/2019,Summer
14343,Huddersfield Town,England,1.FSV Mainz 05,Germany,€2.50m,2.5,2018/2019,Summer
14344,Huddersfield Town,England,Montpellier HSC,France,Loan fee:€2.50m,2.5,2018/2019,Summer
14345,Huddersfield Town,England,Leicester City,England,free transfer,0.0,2018/2019,Summer
14346,Huddersfield Town,England,Borussia Dortmund,Germany,free transfer,0.0,2018/2019,Summer
14347,Southampton FC,England,Borussia Mönchengladbach,Germany,€25.00m,25.0,2018/2019,Summer
14348,Southampton FC,England,Manchester City,England,€11.30m,11.3,2018/2019,Summer
14349,Southampton FC,England,Liverpool FC,England,loan transfer,,2018/2019,Summer
14350,Wolverhampton Wanderers,England,Sporting CP,Portugal,€18.00m,18.0,2018/2019,Summer
14351,Wolverhampton Wanderers,England,Atlético de Madrid,Spain,€14.00m,14.0,2018/2019,Summer
14352,Wolverhampton Wanderers,England,FC Porto,Portugal,€12.00m,12.0,2018/2019,Summer
14353,Wolverhampton Wanderers,England,AFC Bournemouth,England,€11.40m,11.4,2018/2019,Summer
14354,Wolverhampton Wanderers,England,AS Monaco,France,€5.60m,5.6,2018/2019,Summer
14355,Wolverhampton Wanderers,England,SL Benfica,Portugal,Loan fee:€3.00m,3.0,2018/2019,Summer
14356,Wolverhampton Wanderers,England,AS Monaco,France,€2.25m,2.25,2018/2019,Summer
14357,Wolverhampton Wanderers,England,Atlético de Madrid,Spain,loan transfer,,2018/2019,Summer
14358,Wolverhampton Wanderers,England,Heracles Almelo,Netherlands,"End of loanJun 30, 2018",,2018/2019,Summer
14359,Wolverhampton Wanderers,England,Angers SCO,France,"End of loanJun 30, 2018",,2018/2019,Summer
14360,Cardiff City,England,Real Betis Balompié,Spain,loan transfer,,2018/2019,Summer
14361,Cardiff City,England,AFC Bournemouth,England,loan transfer,,2018/2019,Summer
14362,Fulham FC,England,OGC Nice,France,€30.00m,30.0,2018/2019,Summer
14363,Fulham FC,England,Olympique Marseille,France,€24.85m,24.85,2018/2019,Summer
14364,Fulham FC,England,Newcastle United,England,€24.70m,24.7,2018/2019,Summer
14365,Fulham FC,England,OGC Nice,France,€4.00m,4.0,2018/2019,Summer
14366,Fulham FC,England,Borussia Dortmund,Germany,Loan fee:€400Th.,0.4,2018/2019,Summer
14367,Fulham FC,England,Manchester United,England,loan transfer,,2018/2019,Summer
14368,Fulham FC,England,Atlético de Madrid,Spain,loan transfer,,2018/2019,Summer
14369,Fulham FC,England,Sevilla FC,Spain,loan transfer,,2018/2019,Summer
14370,Fulham FC,England,Arsenal FC,England,loan transfer,,2018/2019,Summer
14371,Manchester United,England,Vitória Setúbal FC,Portugal,"End of loanJan 9, 2019",,2018/2019,Winter
14372,Chelsea FC,England,Borussia Dortmund,Germany,€64.00m,64.0,2018/2019,Winter
14373,Chelsea FC,England,Juventus FC,Italy,Loan fee:€7.80m,7.8,2018/2019,Winter
14374,Chelsea FC,England,Valencia CF,Spain,"End of loanJan 30, 2019",,2018/2019,Winter
14375,Chelsea FC,England,FC Nantes,France,"End of loanJan 24, 2019",,2018/2019,Winter
14376,Chelsea FC,England,FC Schalke 04,Germany,"End of loanJan 28, 2019",,2018/2019,Winter
14377,Arsenal FC,England,FC Barcelona,Spain,Loan fee:€2.50m,2.5,2018/2019,Winter
14378,Leicester City,England,AS Monaco,France,loan transfer,,2018/2019,Winter
14379,Newcastle United,England,AS Monaco,France,Loan fee:€1.15m,1.15,2018/2019,Winter
14380,Crystal Palace,England,Chelsea FC,England,Loan fee:€1.15m,1.15,2018/2019,Winter
14381,AFC Bournemouth,England,Liverpool FC,England,€21.20m,21.2,2018/2019,Winter
14382,AFC Bournemouth,England,Liverpool FC,England,loan transfer,,2018/2019,Winter
14383,Huddersfield Town,England,Crystal Palace,England,loan transfer,,2018/2019,Winter
14384,Wolverhampton Wanderers,England,Atlético de Madrid,Spain,€21.00m,21.0,2018/2019,Winter
14385,Cardiff City,England,Everton FC,England,loan transfer,,2018/2019,Winter
14386,Fulham FC,England,TSG 1899 Hoffenheim,Germany,Loan fee:€1.00m,1.0,2018/2019,Winter
14387,Fulham FC,England,Liverpool FC,England,free transfer,0.0,2018/2019,Winter
14388,Manchester City,England,Juventus FC,Italy,€65.00m,65.0,2019/2020,Summer
14389,Manchester City,England,Atlético de Madrid,Spain,€62.70m,62.7,2019/2020,Summer
14390,Manchester City,England,PSV Eindhoven,Netherlands,€12.00m,12.0,2019/2020,Summer
14391,Manchester City,England,FC Toulouse,France,"End of loanJun 30, 2019",,2019/2020,Summer
14392,Liverpool FC,England,PEC Zwolle,Netherlands,€1.90m,1.9,2019/2020,Summer
14393,Liverpool FC,England,West Ham United,England,free transfer,0.0,2019/2020,Summer
14394,Liverpool FC,England,Stade Reims,France,"End of loanJun 30, 2019",,2019/2020,Summer
14395,Liverpool FC,England,Hertha BSC,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
14396,Liverpool FC,England,Southampton FC,England,"End of loanJun 30, 2019",,2019/2020,Summer
14397,Chelsea FC,England,Real Madrid,Spain,€45.00m,45.0,2019/2020,Summer
14398,Chelsea FC,England,Crystal Palace,England,"End of loanJun 30, 2019",,2019/2020,Summer
14399,Chelsea FC,England,Stade Reims,France,"End of loanJun 30, 2019",,2019/2020,Summer
14400,Chelsea FC,England,Borussia Dortmund,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
14401,Chelsea FC,England,CD Leganés,Spain,"End of loanJun 30, 2019",,2019/2020,Summer
14402,Chelsea FC,England,Torino FC,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14403,Chelsea FC,England,AC Milan,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14404,Chelsea FC,England,Vitesse Arnhem,Netherlands,"End of loanJun 30, 2019",,2019/2020,Summer
14405,Chelsea FC,England,Vitesse Arnhem,Netherlands,"End of loanJun 30, 2019",,2019/2020,Summer
14406,Tottenham Hotspur,England,Olympique Lyon,France,€60.00m,60.0,2019/2020,Summer
14407,Tottenham Hotspur,England,Real Betis Balompié,Spain,Loan fee:€16.00m,16.0,2019/2020,Summer
14408,Tottenham Hotspur,England,AS Monaco,France,"End of loanJun 30, 2019",,2019/2020,Summer
14409,Arsenal FC,England,LOSC Lille,France,€80.00m,80.0,2019/2020,Summer
14410,Arsenal FC,England,AS Saint-Étienne,France,€30.00m,30.0,2019/2020,Summer
14411,Arsenal FC,England,Chelsea FC,England,€8.70m,8.7,2019/2020,Summer
14412,Arsenal FC,England,Real Madrid,Spain,loan transfer,,2019/2020,Summer
14413,Arsenal FC,England,SSC Napoli,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14414,Manchester United,England,Leicester City,England,€87.00m,87.0,2019/2020,Summer
14415,Manchester United,England,Crystal Palace,England,€55.00m,55.0,2019/2020,Summer
14416,Wolverhampton Wanderers,England,SL Benfica,Portugal,€38.00m,38.0,2019/2020,Summer
14417,Wolverhampton Wanderers,England,AC Milan,Italy,€18.00m,18.0,2019/2020,Summer
14418,Wolverhampton Wanderers,England,SS Lazio,Italy,€17.90m,17.9,2019/2020,Summer
14419,Wolverhampton Wanderers,England,SS Lazio,Italy,€8.90m,8.9,2019/2020,Summer
14420,Wolverhampton Wanderers,England,Real Madrid,Spain,loan transfer,,2019/2020,Summer
14421,Wolverhampton Wanderers,England,Aston Villa,England,"End of loanJun 30, 2019",,2019/2020,Summer
14422,Everton FC,England,Arsenal FC,England,€30.40m,30.4,2019/2020,Summer
14423,Everton FC,England,Juventus FC,Italy,€27.50m,27.5,2019/2020,Summer
14424,Everton FC,England,1.FSV Mainz 05,Germany,€25.00m,25.0,2019/2020,Summer
14425,Everton FC,England,FC Barcelona,Spain,€25.00m,25.0,2019/2020,Summer
14426,Everton FC,England,Manchester City,England,€9.50m,9.5,2019/2020,Summer
14427,Everton FC,England,AS Monaco,France,Loan fee:€2.50m,2.5,2019/2020,Summer
14428,Everton FC,England,Feyenoord Rotterdam,Netherlands,"End of loanJun 30, 2019",,2019/2020,Summer
14429,Everton FC,England,Real Sociedad,Spain,"End of loanJun 30, 2019",,2019/2020,Summer
14430,Everton FC,England,Sheffield United,England,"End of loanMay 31, 2020",,2019/2020,Summer
14431,Everton FC,England,CSKA Moscow,Russia,"End of loanJun 30, 2019",,2019/2020,Summer
14432,Everton FC,England,AC Fiorentina,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14433,Leicester City,England,AS Monaco,France,€45.00m,45.0,2019/2020,Summer
14434,Leicester City,England,Newcastle United,England,€33.40m,33.4,2019/2020,Summer
14435,Leicester City,England,UC Sampdoria,Italy,€19.20m,19.2,2019/2020,Summer
14436,West Ham United,England,Eintracht Frankfurt,Germany,€50.00m,50.0,2019/2020,Summer
14437,West Ham United,England,Villarreal CF,Spain,€28.00m,28.0,2019/2020,Summer
14438,West Ham United,England,RCD Espanyol Barcelona,Spain,free transfer,0.0,2019/2020,Summer
14439,West Ham United,England,FC Augsburg,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
14440,West Ham United,England,AC Fiorentina,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14441,Watford FC,England,Stade Rennais FC,France,€30.00m,30.0,2019/2020,Summer
14442,Watford FC,England,Arsenal FC,England,free transfer,0.0,2019/2020,Summer
14443,Watford FC,England,Udinese Calcio,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14444,Watford FC,England,Udinese Calcio,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14445,Watford FC,England,Udinese Calcio,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14446,Watford FC,England,Getafe CF,Spain,"End of loanJun 30, 2019",,2019/2020,Summer
14447,Watford FC,England,RCD Mallorca,Spain,"End of loanJun 30, 2019",,2019/2020,Summer
14448,Watford FC,England,Fortuna Düsseldorf,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
14449,Crystal Palace,England,Everton FC,England,€3.30m,3.3,2019/2020,Summer
14450,Crystal Palace,England,Real Betis Balompié,Spain,Loan fee:€1.50m,1.5,2019/2020,Summer
14451,Crystal Palace,England,Chelsea FC,England,free transfer,0.0,2019/2020,Summer
14452,Newcastle United,England,TSG 1899 Hoffenheim,Germany,€44.00m,44.0,2019/2020,Summer
14453,Newcastle United,England,OGC Nice,France,€18.00m,18.0,2019/2020,Summer
14454,Newcastle United,England,Amiens SC,France,€5.40m,5.4,2019/2020,Summer
14455,Newcastle United,England,Eintracht Frankfurt,Germany,Loan fee:€1.00m,1.0,2019/2020,Summer
14456,Newcastle United,England,West Ham United,England,free transfer,0.0,2019/2020,Summer
14457,AFC Bournemouth,England,Liverpool FC,England,Loan fee:€2.70m,2.7,2019/2020,Summer
14458,Burnley FC,England,Chelsea FC,England,loan transfer,,2019/2020,Summer
14459,Southampton FC,England,Liverpool FC,England,€25.10m,25.1,2019/2020,Summer
14460,Southampton FC,England,FC Augsburg,Germany,Loan fee:€4.00m,4.0,2019/2020,Summer
14461,Southampton FC,England,CD Leganés,Spain,"End of loanJun 30, 2019",,2019/2020,Summer
14462,Southampton FC,England,Celta de Vigo,Spain,"End of loanJun 30, 2019",,2019/2020,Summer
14463,Southampton FC,England,Feyenoord Rotterdam,Netherlands,"End of loanJun 30, 2019",,2019/2020,Summer
14464,Southampton FC,England,Celta de Vigo,Spain,"End of loanJun 30, 2019",,2019/2020,Summer
14465,Southampton FC,England,Inter Milan,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
14466,Brighton & Hove Albion,England,Brescia Calcio,Italy,"End of loanJun 30, 2019",,2019/2020,Summer
